domain,skill,demand_count,supply_count,gap,anomaly_flag
HR & Administration,low voltage power consumption,0,3,-3,NO
HR & Administration,quality assurance/control,0,3,-3,NO
HR & Administration,manages the corporate visa accounts for managers and volunteers,0,3,-3,NO
HR & Administration,marketing research,0,3,-3,NO
HR & Administration,product improvement,0,3,-3,NO
HR & Administration,application analysis,0,3,-3,NO
HR & Administration,linksys,0,3,-3,NO
HR & Administration,software engineer/developer,0,3,-3,NO
HR & Administration,engineering ethics,0,3,-3,NO
HR & Administration,motivation and initiative,0,3,-3,NO
HR & Administration,responsible for maintaining fixed assets and prepaid sub-ledger accounts,0,3,-3,NO
HR & Administration,driving license,0,3,-3,NO
HR & Administration,usb,0,3,-3,NO
HR & Administration,developing other business analyst,0,3,-3,NO
HR & Administration,erp/accounting systems proficiency,0,3,-3,NO
HR & Administration,architecting best practice technical solutions,0,3,-3,NO
HR & Administration,microsoft teams,0,3,-3,NO
HR & Administration,gdb,0,3,-3,NO
HR & Administration,sequential analysis,0,3,-3,NO
HR & Administration,active learning,0,3,-3,NO
HR & Administration,brake systems expertise,0,3,-3,NO
HR & Administration,rcm,0,3,-3,NO
HR & Administration,real estate p.m.a.s.,0,3,-3,NO
HR & Administration,spc,0,3,-3,NO
HR & Administration,proactive and energetic,0,3,-3,NO
HR & Administration,inventory management and control,0,3,-3,NO
HR & Administration,market evaluation,0,3,-3,NO
HR & Administration,collection,0,3,-3,NO
HR & Administration,patient safety,0,3,-3,NO
HR & Administration,sage fas,0,3,-3,NO
HR & Administration,dexterous with hand tools,0,3,-3,NO
HR & Administration,ad copy,0,3,-3,NO
HR & Administration,windows installation usb/dvd,0,3,-3,NO
HR & Administration,xilinx vivado,0,3,-3,NO
HR & Administration,call center,0,3,-3,NO
HR & Administration,risk mitigation planning,0,3,-3,NO
HR & Administration,oracle 8i,0,3,-3,NO
HR & Administration,source evaluation and selection,0,3,-3,NO
HR & Administration,interoperability,0,3,-3,NO
HR & Administration,technical review,0,3,-3,NO
HR & Administration,related skills,0,3,-3,NO
HR & Administration,identify electronic components and schematic symbols,0,3,-3,NO
HR & Administration,solution design,0,3,-3,NO
HR & Administration,aaa security model,0,3,-3,NO
HR & Administration,bind,0,3,-3,NO
HR & Administration,fire protection,0,3,-3,NO
HR & Administration,microsoft office software,0,3,-3,NO
HR & Administration,ad hoc,0,3,-3,NO
HR & Administration,3d modeling,0,3,-3,NO
HR & Administration,dashboards,0,3,-3,NO
HR & Administration,operating system knowledge,0,3,-3,NO
HR & Administration,sales presentations,0,3,-3,NO
HR & Administration,tapscan,0,3,-3,NO
HR & Administration,configuration management,0,3,-3,NO
HR & Administration,validation process specialist,0,3,-3,NO
HR & Administration,ccna,0,3,-3,NO
HR & Administration,public accounting,0,3,-3,NO
HR & Administration,netsuite,0,3,-3,NO
HR & Administration,acronis true image,0,3,-3,NO
HR & Administration,initiative to work independent,0,3,-3,NO
HR & Administration,excellent customer service skills.,0,3,-3,NO
HR & Administration,sccm 2012 ios-mdm,0,3,-3,NO
HR & Administration,gshell,0,3,-3,NO
HR & Administration,art,0,3,-3,NO
HR & Administration,and wearables. iphones and ipads. printers,0,3,-3,NO
HR & Administration,dotnet,0,3,-3,NO
HR & Administration,web-based,0,3,-3,NO
HR & Administration,groupwise,0,3,-3,NO
HR & Administration,macintosh,0,3,-3,NO
HR & Administration,microsoft office including word,0,3,-3,NO
HR & Administration,portuguese (fluent),0,3,-3,NO
HR & Administration,principal component analysis,0,3,-3,NO
HR & Administration,frame,0,3,-3,NO
HR & Administration,microprocessors,0,3,-3,NO
HR & Administration,along with other finance department staff,0,3,-3,NO
HR & Administration,ms powerpoint,0,3,-3,NO
HR & Administration,ibm spss,0,3,-3,NO
HR & Administration,knn,0,3,-3,NO
HR & Administration,purchase reqs in sap,0,3,-3,NO
HR & Administration,issue resolution,0,3,-3,NO
HR & Administration,easy power,0,3,-3,NO
HR & Administration,bi360 (businessintelligence tool),0,3,-3,NO
HR & Administration,engineering cost estimating,0,3,-3,NO
HR & Administration,reliability sae standards,0,3,-3,NO
HR & Administration,new hire orientation,0,3,-3,NO
HR & Administration,classroom monitoring,0,3,-3,NO
HR & Administration,visio),0,3,-3,NO
HR & Administration,sharepoint & costpoint,0,3,-3,NO
HR & Administration,c/python,0,3,-3,NO
HR & Administration,tax software,0,3,-3,NO
HR & Administration,executive management,0,3,-3,NO
HR & Administration,process capability,0,3,-3,NO
HR & Administration,doe (design of experiment),0,3,-3,NO
HR & Administration,ingenico,0,3,-3,NO
HR & Administration,energetic,0,3,-3,NO
HR & Administration,webscrapping,0,3,-3,NO
HR & Administration,fund accounting,0,3,-3,NO
HR & Administration,solar pv systems design,0,3,-3,NO
HR & Administration,works with that department manager in preparation of annual budget,0,3,-3,NO
HR & Administration,negotiating skills,0,3,-3,NO
HR & Administration,proposal,0,3,-3,NO
HR & Administration,scanner,0,3,-3,NO
HR & Administration,it skills (shopper,0,3,-3,NO
HR & Administration,training and development,0,3,-3,NO
HR & Administration,product design,0,3,-3,NO
HR & Administration,abaqus,0,3,-3,NO
HR & Administration,product excellence,0,3,-3,NO
HR & Administration,floor plans,0,3,-3,NO
HR & Administration,testing and commissioning planning and execution,0,3,-3,NO
HR & Administration,tirks,0,3,-3,NO
HR & Administration,process analysis,0,3,-3,NO
HR & Administration,xa,0,3,-3,NO
HR & Administration,quality management,0,3,-3,NO
HR & Administration,skilled in the use of hand tools for repairing and installing electronics,0,3,-3,NO
HR & Administration,mechanical technician,0,3,-3,NO
HR & Administration,hardworking,0,3,-3,NO
HR & Administration,embedded c,0,3,-3,NO
HR & Administration,electrical mechanical systems,0,3,-3,NO
HR & Administration,rehabilitation,0,3,-3,NO
HR & Administration,10key by touch,0,3,-3,NO
HR & Administration,microsoft word/excel,0,3,-3,NO
HR & Administration,profit and loss account,0,3,-3,NO
HR & Administration,defect detection,0,3,-3,NO
HR & Administration,architect,0,3,-3,NO
HR & Administration,pharmacy,0,3,-3,NO
HR & Administration,pricing proposal development,0,3,-3,NO
HR & Administration,hp alm quality center,0,3,-3,NO
HR & Administration,document management testing,0,3,-3,NO
HR & Administration,backend,0,3,-3,NO
HR & Administration,mercurial,0,3,-3,NO
HR & Administration,maintenance schedules,0,3,-3,NO
HR & Administration,lean manufacturing and management,0,3,-3,NO
HR & Administration,build teams,0,3,-3,NO
HR & Administration,industrial machinery,0,3,-3,NO
HR & Administration,contract negotiation,0,3,-3,NO
HR & Administration,aci-prm,0,3,-3,NO
HR & Administration,omb circular a-133,0,3,-3,NO
HR & Administration,financial analyst,0,3,-3,NO
HR & Administration,database servers,0,3,-3,NO
HR & Administration,electrical engineer,0,3,-3,NO
HR & Administration,ergonomic and safety conscious,0,3,-3,NO
HR & Administration,highly responsible and reliable,0,3,-3,NO
HR & Administration,enterprise software,0,3,-3,NO
HR & Administration,accounting packages,0,3,-3,NO
HR & Administration,electrical equipment operation,0,3,-3,NO
HR & Administration,computer proficiency,0,3,-3,NO
HR & Administration,gage r & r,0,3,-3,NO
HR & Administration,siebel,0,3,-3,NO
HR & Administration,trade shows,0,3,-3,NO
HR & Administration,budgetary and policy development,0,3,-3,NO
HR & Administration,emperical modelling,0,3,-3,NO
HR & Administration,equities,0,3,-3,NO
HR & Administration,policy/program development,0,3,-3,NO
HR & Administration,puppet,0,3,-3,NO
HR & Administration,multi-tasking,0,3,-3,NO
HR & Administration,proficiency in tcp/ip protocols,0,3,-3,NO
HR & Administration,quick test professional,0,3,-3,NO
HR & Administration,projectors,0,3,-3,NO
HR & Administration,hp quality center,0,3,-3,NO
HR & Administration,market and development,0,3,-3,NO
HR & Administration,cost accounting,0,3,-3,NO
HR & Administration,technical: vantive,0,3,-3,NO
HR & Administration,cloud infrastructure,0,3,-3,NO
HR & Administration,document manager software,0,3,-3,NO
HR & Administration,outpatient,0,3,-3,NO
HR & Administration,speaker,0,3,-3,NO
HR & Administration,performance testing,0,3,-3,NO
HR & Administration,stratton warren mms,0,3,-3,NO
HR & Administration,sculpting,0,3,-3,NO
HR & Administration,sas base,0,3,-3,NO
HR & Administration,financial modeling,0,3,-3,NO
HR & Administration,applications: ms office 2010-2016 (word,0,3,-3,NO
HR & Administration,compliance testing knowledge,0,3,-3,NO
HR & Administration,pneumatics,0,3,-3,NO
HR & Administration,creative solutions bookkeeping software,0,3,-3,NO
HR & Administration,manufacturing systems integration,0,3,-3,NO
HR & Administration,business and commercial acumen,0,3,-3,NO
HR & Administration,vm,0,3,-3,NO
HR & Administration,self-directed,0,3,-3,NO
HR & Administration,monthly sales,0,3,-3,NO
HR & Administration,very organized & energetic,0,3,-3,NO
HR & Administration,macro media director,0,3,-3,NO
HR & Administration,access database,0,3,-3,NO
HR & Administration,keane care,0,3,-3,NO
HR & Administration,direct mail,0,3,-3,NO
HR & Administration,sheets,0,3,-3,NO
HR & Administration,product manager,0,3,-3,NO
HR & Administration,hp qtp,0,3,-3,NO
HR & Administration,java 2,0,3,-3,NO
HR & Administration,student assistance,0,3,-3,NO
HR & Administration,cyber ethics,0,3,-3,NO
HR & Administration,gru,0,3,-3,NO
HR & Administration,dynamic,0,3,-3,NO
HR & Administration,stories,0,3,-3,NO
HR & Administration,surface mount,0,3,-3,NO
HR & Administration,mortgage loan,0,3,-3,NO
HR & Administration,reconciled various general ledger fund accounts,0,3,-3,NO
HR & Administration,intuit payroll,0,3,-3,NO
HR & Administration,strong oral and written communication skills,0,3,-3,NO
HR & Administration,familiar in c+,0,3,-3,NO
HR & Administration,business growth,0,3,-3,NO
HR & Administration,swedish,0,3,-3,NO
HR & Administration,great plains dynamics,0,3,-3,NO
HR & Administration,adtran,0,3,-3,NO
HR & Administration,highly dependable,0,3,-3,NO
HR & Administration,test plans,0,3,-3,NO
HR & Administration,interface with customers and vendors,0,3,-3,NO
HR & Administration,skill 5,0,3,-3,NO
HR & Administration,maintenance repair,0,3,-3,NO
HR & Administration,annuities,0,3,-3,NO
HR & Administration,technical interface,0,3,-3,NO
HR & Administration,talent management tools: hireright,0,3,-3,NO
HR & Administration,kind,0,3,-3,NO
HR & Administration,acrylic,0,3,-3,NO
HR & Administration,ngs systems,0,3,-3,NO
HR & Administration,munis,0,3,-3,NO
HR & Administration,streak crm,0,3,-3,NO
HR & Administration,consistently meet goals,0,3,-3,NO
HR & Administration,spring,0,3,-3,NO
HR & Administration,instructing,0,3,-3,NO
HR & Administration,protel,0,3,-3,NO
HR & Administration,technical grammar skills,0,3,-3,NO
HR & Administration,epicor,0,3,-3,NO
HR & Administration,excellent managerial techniques,0,3,-3,NO
HR & Administration,algorithms and data structures,0,3,-3,NO
HR & Administration,biology,0,3,-3,NO
HR & Administration,hospice,0,3,-3,NO
HR & Administration,c languages,0,3,-3,NO
HR & Administration,validations,0,3,-3,NO
HR & Administration,secretarial,0,3,-3,NO
HR & Administration,client liaison,0,3,-3,NO
HR & Administration,presenter,0,3,-3,NO
HR & Administration,neural networks.,0,3,-3,NO
HR & Administration,solenoid/valves,0,3,-3,NO
HR & Administration,embedded hardware & software,0,3,-3,NO
HR & Administration,relational database,0,3,-3,NO
HR & Administration,valuation,0,3,-3,NO
HR & Administration,siemens step 7,0,3,-3,NO
HR & Administration,programming in java,0,3,-3,NO
HR & Administration,front end,0,3,-3,NO
HR & Administration,bank reconciliations and balancing,0,3,-3,NO
HR & Administration,articulate,0,3,-3,NO
HR & Administration,budget management,0,3,-3,NO
HR & Administration,file,0,3,-3,NO
HR & Administration,reception,0,3,-3,NO
HR & Administration,mechanically-inclined,0,3,-3,NO
HR & Administration,sound cards,0,3,-3,NO
HR & Administration,glacier tax prep,0,3,-3,NO
HR & Administration,communication/presentations,0,3,-3,NO
HR & Administration,inspector,0,3,-3,NO
HR & Administration,federal acquisition,0,3,-3,NO
HR & Administration,corporate accounting,0,3,-3,NO
HR & Administration,quality inspection professional,0,3,-3,NO
HR & Administration,assurance analyst,0,3,-3,NO
HR & Administration,bug tracking,0,3,-3,NO
HR & Administration,systems support,0,3,-3,NO
HR & Administration,wsam image,0,3,-3,NO
HR & Administration,structured text,0,3,-3,NO
HR & Administration,staff,0,3,-3,NO
HR & Administration,api design,0,3,-3,NO
HR & Administration,sensors,0,3,-3,NO
HR & Administration,keep,0,3,-3,NO
HR & Administration,netbeans,0,3,-3,NO
HR & Administration,astrex,0,3,-3,NO
HR & Administration,managerial,0,3,-3,NO
HR & Administration,copier,0,3,-3,NO
HR & Administration,it support services,0,3,-3,NO
HR & Administration,microcontroller,0,3,-3,NO
HR & Administration,monitoring and evaluation skills,0,3,-3,NO
HR & Administration,business processes,0,3,-3,NO
HR & Administration,kibana,0,3,-3,NO
HR & Administration,microsoft test manager,0,3,-3,NO
HR & Administration,works well under pressure,0,3,-3,NO
HR & Administration,linux os,0,3,-3,NO
HR & Administration,diagnosis and repair,0,3,-3,NO
HR & Administration,retail mortgage,0,3,-3,NO
HR & Administration,m&e,0,3,-3,NO
HR & Administration,antivirus,0,3,-3,NO
HR & Administration,xamarin studio,0,3,-3,NO
HR & Administration,security: basic knowledge of ipsec / ssl-vpn / nat / gre,0,3,-3,NO
HR & Administration,salesforce lead management,0,3,-3,NO
HR & Administration,bilingual spanish (fluent,0,3,-3,NO
HR & Administration,erp : microsoft ax dynamics,0,3,-3,NO
HR & Administration,developer 2000,0,3,-3,NO
HR & Administration,aws view,0,3,-3,NO
HR & Administration,openvpn,0,3,-3,NO
HR & Administration,letters and memos,0,3,-3,NO
HR & Administration,process-engineering,0,3,-3,NO
HR & Administration,renovations,0,3,-3,NO
HR & Administration,installation of hardware,0,3,-3,NO
HR & Administration,mechanical component troubleshooting,0,3,-3,NO
HR & Administration,snmp,0,3,-3,NO
HR & Administration,analog and digital filter design,0,3,-3,NO
HR & Administration,programming language,0,3,-3,NO
HR & Administration,sas-stat,0,3,-3,NO
HR & Administration,mcafee endpoint security,0,3,-3,NO
HR & Administration,mlops,0,3,-3,NO
HR & Administration,p&l management,0,3,-3,NO
HR & Administration,positouch,0,3,-3,NO
HR & Administration,app development (android and ios),0,3,-3,NO
HR & Administration,and banked cash,0,3,-3,NO
HR & Administration,informatica,0,3,-3,NO
HR & Administration,aci-interchange,0,3,-3,NO
HR & Administration,integrated reporting information system (iris),0,3,-3,NO
HR & Administration,postgresql),0,3,-3,NO
HR & Administration,iccverify,0,3,-3,NO
HR & Administration,auto-cad,0,3,-3,NO
HR & Administration,aviation,0,3,-3,NO
HR & Administration,ms office: v-look up,0,3,-3,NO
HR & Administration,analyzing market trends,0,3,-3,NO
HR & Administration,model development,0,3,-3,NO
HR & Administration,mrp,0,3,-3,NO
HR & Administration,opengl,0,3,-3,NO
HR & Administration,code blocks,0,3,-3,NO
HR & Administration,proficient in ms-office (word/excel/powerpoint),0,3,-3,NO
HR & Administration,tutoring,0,3,-3,NO
HR & Administration,accounting operations,0,3,-3,NO
HR & Administration,adt,0,3,-3,NO
HR & Administration,socs,0,3,-3,NO
HR & Administration,scrum & agile,0,3,-3,NO
HR & Administration,corrective maintenance,0,3,-3,NO
HR & Administration,digital design,0,3,-3,NO
HR & Administration,employee relations,0,3,-3,NO
HR & Administration,simulations using witness13 and simio,0,3,-3,NO
HR & Administration,dataset management,0,3,-3,NO
HR & Administration,office equipment such as copiers,0,3,-3,NO
HR & Administration,software/pc/lan troubleshooting,0,3,-3,NO
HR & Administration,device drivers,0,3,-3,NO
HR & Administration,system administrator,0,3,-3,NO
HR & Administration,environmental science,0,3,-3,NO
HR & Administration,computer networks,0,3,-3,NO
HR & Administration,networking: tcp/ip,0,3,-3,NO
HR & Administration,pdf: adobe reader / adobe acrobat x,0,3,-3,NO
HR & Administration,technical reviews,0,3,-3,NO
HR & Administration,vista),0,3,-3,NO
HR & Administration,junit,0,3,-3,NO
HR & Administration,technical communication skills - bug triage,0,3,-3,NO
HR & Administration,fabrication,0,3,-3,NO
HR & Administration,wireless,0,3,-3,NO
HR & Administration,iis 6,0,3,-3,NO
HR & Administration,resolve customer complaints,0,3,-3,NO
HR & Administration,rest apis (graphql),0,3,-3,NO
HR & Administration,recruiting,0,3,-3,NO
HR & Administration,grinders,0,3,-3,NO
HR & Administration,chrome,0,3,-3,NO
HR & Administration,real time embedded,0,3,-3,NO
HR & Administration,powerworld,0,3,-3,NO
HR & Administration,engineering standards expert,0,3,-3,NO
HR & Administration,scada,0,3,-3,NO
HR & Administration,peer review,0,3,-3,NO
HR & Administration,pascal,0,3,-3,NO
HR & Administration,critical thinking with root cause analysis,0,3,-3,NO
HR & Administration,google apps (drive,0,3,-3,NO
HR & Administration,automated testing,0,3,-3,NO
HR & Administration,analytics,0,3,-3,NO
HR & Administration,advanced problem solving abilities,0,3,-3,NO
HR & Administration,professional demeanor,0,3,-3,NO
HR & Administration,ms power point,0,3,-3,NO
HR & Administration,procedure writing,0,3,-3,NO
HR & Administration,technical proposal writing skills,0,3,-3,NO
HR & Administration,32 and 64 slice cts,0,3,-3,NO
HR & Administration,iso 9000,0,3,-3,NO
HR & Administration,to check preparation and mailing,0,3,-3,NO
HR & Administration,travel arranger,0,3,-3,NO
HR & Administration,sublime text,0,3,-3,NO
HR & Administration,configuration,0,3,-3,NO
HR & Administration,computer applications,0,3,-3,NO
HR & Administration,hyperion essbase,0,3,-3,NO
HR & Administration,design and drafting of custom seal solutions,0,3,-3,NO
HR & Administration,dependable,0,3,-3,NO
HR & Administration,falcon dust-off compressed gas duster,0,3,-3,NO
HR & Administration,erp-sap,0,3,-3,NO
HR & Administration,gpu,0,3,-3,NO
HR & Administration,clustering analysis,0,3,-3,NO
HR & Administration,version control tools: git-bash,0,3,-3,NO
HR & Administration,iso 8583,0,3,-3,NO
HR & Administration,node.js,0,3,-3,NO
HR & Administration,approval by appropriate party,0,3,-3,NO
HR & Administration,geometric dimensioning,0,3,-3,NO
HR & Administration,videoscribe software,0,3,-3,NO
HR & Administration,orthopedics,0,3,-3,NO
HR & Administration,ability to take initiative and exhibit flexibility.,0,3,-3,NO
HR & Administration,aws(emr,0,3,-3,NO
HR & Administration,using specialized accounting software.,0,3,-3,NO
HR & Administration,staff training/development,0,3,-3,NO
HR & Administration,financial planner,0,3,-3,NO
HR & Administration,brake repair and replacement,0,3,-3,NO
HR & Administration,fiscal management,0,3,-3,NO
HR & Administration,pivot table,0,3,-3,NO
HR & Administration,usability testing,0,3,-3,NO
HR & Administration,problem-solver,0,3,-3,NO
HR & Administration,machine learning engineering,0,3,-3,NO
HR & Administration,skilled in the operation of workstations and servers,0,3,-3,NO
HR & Administration,interviewing techniques,0,3,-3,NO
HR & Administration,iworks,0,3,-3,NO
HR & Administration,fixed asset solutions software,0,3,-3,NO
HR & Administration,have interpersonal skills to deal effectively with all business contacts.,0,3,-3,NO
HR & Administration,coded the general ledger and processed vendor invoice payments.,0,3,-3,NO
HR & Administration,interpersonal and communication skills,0,3,-3,NO
HR & Administration,excel training,0,3,-3,NO
HR & Administration,dmf and project work process,0,3,-3,NO
HR & Administration,clinical research,0,3,-3,NO
HR & Administration,technical report writing,0,3,-3,NO
HR & Administration,desktop support,0,3,-3,NO
HR & Administration,aspen,0,3,-3,NO
HR & Administration,database administration,0,3,-3,NO
HR & Administration,revit,0,3,-3,NO
HR & Administration,some experience with authentication protocols (radius / tacacs),0,3,-3,NO
HR & Administration,responsible for preparing and posting entries for the daily posting packet,0,3,-3,NO
HR & Administration,itil v,0,3,-3,NO
HR & Administration,strong management skills,0,3,-3,NO
HR & Administration,mechanical repair,0,3,-3,NO
HR & Administration,ibm/lenovo,0,3,-3,NO
HR & Administration,content development,0,3,-3,NO
HR & Administration,some basic cisco ios,0,3,-3,NO
HR & Administration,p & l management,0,3,-3,NO
HR & Administration,windows (95,0,3,-3,NO
HR & Administration,strong leadership skills,0,3,-3,NO
HR & Administration,team-oriented,0,3,-3,NO
HR & Administration,tenacity,0,3,-3,NO
HR & Administration,lstms,0,3,-3,NO
HR & Administration,mas 90,0,3,-3,NO
HR & Administration,ssms,0,3,-3,NO
HR & Administration,market analysis,0,3,-3,NO
HR & Administration,toyota production systems,0,3,-3,NO
HR & Administration,law enforcement,0,3,-3,NO
HR & Administration,retail sales,0,3,-3,NO
HR & Administration,managerial accounting,0,3,-3,NO
HR & Administration,voyager),0,3,-3,NO
HR & Administration,paperless proposals,0,3,-3,NO
HR & Administration,database software,0,3,-3,NO
HR & Administration,financial audits,0,3,-3,NO
HR & Administration,technical program management,0,3,-3,NO
HR & Administration,project management lifecycle,0,3,-3,NO
HR & Administration,prosystem,0,3,-3,NO
HR & Administration,tesseract,0,3,-3,NO
HR & Administration,unix shell scripting (bash),0,3,-3,NO
HR & Administration,fiber optics,0,3,-3,NO
HR & Administration,vi,0,3,-3,NO
HR & Administration,power user of microsoft excel epicor netsuite quickbooks hyperion great plains sage intacct,0,3,-3,NO
HR & Administration,series analysis,0,3,-3,NO
HR & Administration,katalon studio,0,3,-3,NO
HR & Administration,technology architecture analysis,0,3,-3,NO
HR & Administration,concur,0,3,-3,NO
HR & Administration,initiative to work independently,0,3,-3,NO
HR & Administration,sarbanesoxley,0,3,-3,NO
HR & Administration,ndt level ii,0,3,-3,NO
HR & Administration,catsweb,0,3,-3,NO
HR & Administration,google documents,0,3,-3,NO
HR & Administration,media relations,0,3,-3,NO
HR & Administration,superior analytical skills,0,3,-3,NO
HR & Administration,a highly motivated and energetic personality.,0,3,-3,NO
HR & Administration,employee training,0,3,-3,NO
HR & Administration,microsoft access 2010,0,3,-3,NO
HR & Administration,mechanical theory,0,3,-3,NO
HR & Administration,telecommunication,0,3,-3,NO
HR & Administration,analytical and logical,0,3,-3,NO
HR & Administration,the sales,0,3,-3,NO
HR & Administration,financial analysis/planning,0,3,-3,NO
HR & Administration,cost-benefit analysis,0,3,-3,NO
HR & Administration,telecom,0,3,-3,NO
HR & Administration,ubuntu 14.04,0,3,-3,NO
HR & Administration,database management system and administration,0,3,-3,NO
HR & Administration,emacs,0,3,-3,NO
HR & Administration,managing releases,0,3,-3,NO
HR & Administration,nanovision,0,3,-3,NO
HR & Administration,98,0,3,-3,NO
HR & Administration,pcb,0,3,-3,NO
HR & Administration,functional block diagram,0,3,-3,NO
HR & Administration,g/l,0,3,-3,NO
HR & Administration,cloud management,0,3,-3,NO
HR & Administration,cmpro,0,3,-3,NO
HR & Administration,research and development,0,3,-3,NO
HR & Administration,facility and plant modifications,0,3,-3,NO
HR & Administration,insights,0,3,-3,NO
HR & Administration,xls data input,0,3,-3,NO
HR & Administration,microsoft office (word,0,3,-3,NO
HR & Administration,decisive leader,0,3,-3,NO
HR & Administration,visual test,0,3,-3,NO
HR & Administration,designer 2000,0,3,-3,NO
HR & Administration,scientific,0,3,-3,NO
HR & Administration,exchange,0,3,-3,NO
HR & Administration,loss optimization,0,3,-3,NO
HR & Administration,textpad,0,3,-3,NO
HR & Administration,improving accounting and internal control systems,0,3,-3,NO
HR & Administration,assisted the cfo with the production of the monthly financials,0,3,-3,NO
HR & Administration,jmeter,0,3,-3,NO
HR & Administration,traceability matrix,0,3,-3,NO
HR & Administration,hpc,0,3,-3,NO
HR & Administration,cdi,0,3,-3,NO
HR & Administration,troubleshooting windows,0,3,-3,NO
HR & Administration,k-means,0,3,-3,NO
HR & Administration,leadership mentoring,0,3,-3,NO
HR & Administration,ppap,0,3,-3,NO
HR & Administration,lan/wan,0,3,-3,NO
HR & Administration,excellent writing skills,0,3,-3,NO
HR & Administration,microsoft office: word / advanced ms excel skills /ms access / powerpoint / outlook,0,3,-3,NO
HR & Administration,ipsec,0,3,-3,NO
HR & Administration,s3),0,3,-3,NO
HR & Administration,marketing & sales,0,3,-3,NO
HR & Administration,html 5,0,3,-3,NO
HR & Administration,echimp,0,3,-3,NO
HR & Administration,managing multiple priorities,0,3,-3,NO
HR & Administration,retail analytics,0,3,-3,NO
HR & Administration,pro series,0,3,-3,NO
HR & Administration,accounts and group policy,0,3,-3,NO
HR & Administration,employee training and development,0,3,-3,NO
HR & Administration,act!,0,3,-3,NO
HR & Administration,water quality,0,3,-3,NO
HR & Administration,business systems,0,3,-3,NO
HR & Administration,dropbox,0,3,-3,NO
HR & Administration,switchgear,0,3,-3,NO
HR & Administration,proxmox,0,3,-3,NO
HR & Administration,icims,0,3,-3,NO
HR & Administration,implementing,0,3,-3,NO
HR & Administration,prepares analyses as requested by manager and other departments,0,3,-3,NO
HR & Administration,global shop,0,3,-3,NO
HR & Administration,basic financial and operational reporting,0,3,-3,NO
HR & Administration,grading and evaluation,0,3,-3,NO
HR & Administration,powersteering,0,3,-3,NO
HR & Administration,experienced with microsoft office - word,0,3,-3,NO
HR & Administration,dbase iv,0,3,-3,NO
HR & Administration,vendor management,0,3,-3,NO
HR & Administration,white papers,0,3,-3,NO
HR & Administration,safety compliance,0,3,-3,NO
HR & Administration,portfolio analysis,0,3,-3,NO
HR & Administration,process improvement/simplification,0,3,-3,NO
HR & Administration,ports,0,3,-3,NO
HR & Administration,as 400,0,3,-3,NO
HR & Administration,develop drug,0,3,-3,NO
HR & Administration,quest,0,3,-3,NO
HR & Administration,struts,0,3,-3,NO
HR & Administration,financial planning and analysis,0,3,-3,NO
HR & Administration,lxc,0,3,-3,NO
HR & Administration,administration of windows 2000 server,0,3,-3,NO
HR & Administration,sensor,0,3,-3,NO
HR & Administration,investor relations,0,3,-3,NO
HR & Administration,processing corporate visa accounts for payment,0,3,-3,NO
HR & Administration,marketing strategy,0,3,-3,NO
HR & Administration,atlas,0,3,-3,NO
HR & Administration,integration testing,0,3,-3,NO
HR & Administration,financial risk management,0,3,-3,NO
HR & Administration,inspections,0,3,-3,NO
HR & Administration,networking support,0,3,-3,NO
HR & Administration,leadership development program,0,3,-3,NO
HR & Administration,business development & sales leadership,0,3,-3,NO
HR & Administration,data cleansing,0,3,-3,NO
HR & Administration,success factors lms,0,3,-3,NO
HR & Administration,strategy/planning,0,3,-3,NO
HR & Administration,dmm,0,3,-3,NO
HR & Administration,ibm rationale doors,0,3,-3,NO
HR & Administration,government contracts,0,3,-3,NO
HR & Administration,yearend,0,3,-3,NO
HR & Administration,ultra tax,0,3,-3,NO
HR & Administration,usda,0,3,-3,NO
HR & Administration,maintains files,0,3,-3,NO
HR & Administration,instructional design,0,3,-3,NO
HR & Administration,upgrading of hardware,0,3,-3,NO
HR & Administration,so ware development,0,3,-3,NO
HR & Administration,curriculum development,0,3,-3,NO
HR & Administration,customer engagement,0,3,-3,NO
HR & Administration,adp payroll,0,3,-3,NO
HR & Administration,accountable for,0,3,-3,NO
HR & Administration,research support,0,3,-3,NO
HR & Administration,lending,0,3,-3,NO
HR & Administration,established track record of exceptional sales results,0,3,-3,NO
HR & Administration,office manager,0,3,-3,NO
HR & Administration,payment terminals: verifone,0,3,-3,NO
HR & Administration,mathematical modeling,0,3,-3,NO
HR & Administration,drilling engineering,0,3,-3,NO
HR & Administration,eit,0,3,-3,NO
HR & Administration,upgrading,0,3,-3,NO
HR & Administration,six-sigma,0,3,-3,NO
HR & Administration,sites),0,3,-3,NO
HR & Administration,sql developer,0,3,-3,NO
HR & Administration,client development,0,3,-3,NO
HR & Administration,test and troubleshoot ac/dc circuits,0,3,-3,NO
HR & Administration,access database queries & data mining,0,3,-3,NO
HR & Administration,ms office: pivot tables,0,3,-3,NO
HR & Administration,financing,0,3,-3,NO
HR & Administration,advanced data analytics,0,3,-3,NO
HR & Administration,engineering standards,0,3,-3,NO
HR & Administration,credit risk modeling,0,3,-3,NO
HR & Administration,stat graphics,0,3,-3,NO
HR & Administration,ability to lead and motivate a team,0,3,-3,NO
HR & Administration,database systems,0,3,-3,NO
HR & Administration,discrete mathematics,0,3,-3,NO
HR & Administration,journal,0,3,-3,NO
HR & Administration,advanced critical thinking,0,3,-3,NO
HR & Administration,systems administration,0,3,-3,NO
HR & Administration,key account management,0,3,-3,NO
